BHID,FROM,TO,LENGTH,CLV,CLM,CLI,feglc,siglc,pglc,alglc,mnglc,pfglc,tiglc,mgglc,caglc,foglc,peso,Indicador_Itabirito,Indicador_Hematita,Hematita_Itabirito,Divisao_Itabiritos
FDCM0008,174.05,179.85,5.8,1IS,IF,IF,39.9651,44.99145,0.0546,0.5754,0.00525,1.4532,0.0168,0.0336,0.00525,0.2814,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0008,179.85,187.05,7.2,1IF,IC,IC,38.14755,48.4491,0.0273,0.2331,0.0084,1.2747,0.00105,0.03255,0.0042,0.3444,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0008,187.05,197.4,10.35,1IF,IF,IF,39.99765,45.76215,0.05565,0.42,0.0063,1.44165,0.01365,0.00735,0.00735,0.4494,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0008,197.4,205.5,8.1,1IF,IF,IF,41.93805,41.9349,0.05145,0.6783,0.00945,1.30935,0.01995,0.0483,0.0063,0.3843,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0008,205.5,211.75,6.25,1IS,IC,IC,42.95445,40.52055,0.0504,0.21105,0.0357,2.17875,0.00105,0.03465,0.0042,0.65625,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0008,211.75,218.55,6.8,1IF,IF,IF,42.9093,41.1831,0.04725,0.3717,0.0105,1.62225,0.00315,0.042,0.00525,0.47775,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0008,218.55,226,7.45,1IF,IF,IF,42.29505,42.1407,0.0462,0.2289,0.0063,1.3356,0.0021,0.02205,0.00525,0.60165,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0008,226,234.05,8.05,1IF,IF,IF,44.5158,36.49065,0.1134,0.91455,0.1365,3.61725,0.0231,0.0189,0.0126,0.8967,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0008,234.05,243.05,9,1IC,IC,IC,39.9882,46.04775,0.03675,0.2604,0.0189,1.30305,0.00525,0.03255,0.00315,0.6384,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0008,243.05,249.5,6.45,1IS,IC,IC,43.98345,40.2696,0.03045,0.24465,0.0126,1.2138,0.0021,0.03255,0.0042,0.2562,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0008,249.5,255,5.5,1IS,IC,IC,44.91165,38.93295,0.02625,0.19635,0.0147,1.0878,0.00105,0.042,0.0021,0.9387,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0008,255,260.35,5.35,1IS,IC,IC,41.5086,43.6191,0.02835,0.30765,0.0168,1.0899,0.0126,0.0168,0.0021,0.7203,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0008,260.35,265.7,5.35,1IS,IC,IC,42.42525,42.1323,0.04095,0.29295,0.02625,1.3083,0.0105,0.0273,0.00315,1.0017,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0008,265.7,273.1,7.4,1IF,IC,IC,46.7481,36.26175,0.0357,0.2457,0.01155,1.32195,0.00525,0.03465,0.0021,0.8925,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0008,273.1,278.7,5.6,1IF,IC,IC,41.727,43.638,0.0189,0.126,0.01365,1.19175,0.00105,0.0126,0.0021,0.5061,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0008,278.7,284.15,5.45,1IF,IC,IC,44.10735,40.0323,0.0294,0.18375,0.0105,1.42065,0.00105,0.00315,0.00525,0.66885,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0008,284.15,291.05,6.9,1IF,IC,IC,41.9013,43.48155,0.0252,0.23415,0.01155,1.00905,0.0021,0.00735,0.00315,0.5838,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0008,291.05,299.5,8.45,1IF,IF,IC,44.46645,39.26055,0.05145,0.5733,0.021,1.39125,0.0063,0.0189,0.0084,0.55965,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0008,299.5,306.35,6.85,1IS,IC,IC,40.63605,45.0639,0.0273,0.1554,0.0147,1.20015,0.00945,0.0231,0.0021,0.76965,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0008,306.35,311.35,5,1IS,IC,IC,42.38535,41.87085,0.042,0.1512,0.01365,1.4217,0.00105,0.0189,0.00315,0.5397,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0008,311.35,317.7,6.35,1IS,IC,IC,42.38115,41.3658,0.03255,0.1575,0.0336,1.78815,0.00105,0.0252,0.0021,0.69615,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0008,317.7,325.8,8.1,1IS,IC,IC,35.8575,51.05625,0.05775,0.2457,0.0252,1.54455,0.01995,0.0021,0.0063,0.6216,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0008,325.8,333.5,7.7,1IS,IC,IC,50.94075,28.1505,0.0546,1.29045,0.07455,1.92465,0.0588,0.0252,0.0189,0.357,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0008,333.5,343,9.5,1IF,IF,IF,46.473,36.0549,0.07245,0.72135,0.0252,1.3062,0.03045,0.00525,0.0042,0.52605,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0008,343,348.95,5.95,1IF,IF,IF,42.5187,41.23665,0.04935,0.6657,0.0777,1.4091,0.02835,0.02205,0.0189,0.49455,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0008,348.95,355.1,6.15,1IF,IC,IC,39.23535,45.9039,0.05985,0.3717,0.0294,1.6464,0.0105,0.0063,0.01155,0.61425,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0008,355.1,361,5.9,1IF,IF,IC,45.696,35.7378,0.06195,1.3734,0.05355,1.75875,0.0525,0.0273,0.01575,0.33915,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0010,0,7.85,7.85,1AT,AT,IGO,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito_Superior
FDCM0010,7.85,16.6,8.75,1IGO,IGO,IGO,55.32975,17.37645,0.12495,2.6166,0.0105,4.6368,0.0756,0.0462,0.02625,0.20685,3.19,1,0,Itabirito,Itabirito_Superior
FDCM0010,16.6,25.65,9.05,1IF,IGO,IGO,47.96925,28.6881,0.0651,3.4965,0.0042,3.44925,0.0294,0.04935,0.03045,0.1554,3.19,1,0,Itabirito,Itabirito_Superior
FDCM0010,25.65,36.75,11.1,2IF,IGO,IGO,42.85575,35.36295,0.0756,4.8762,0.02205,3.2739,0.0252,0.0441,0.0252,0.21,3.19,1,0,Itabirito,Itabirito_Superior
FDCM0010,36.75,47,10.25,2IF,IGO,IGO,37.09335,41.6934,0.07665,6.18345,0.00525,3.8829,0.04725,0.02625,0.02205,0.2184,3.19,1,0,Itabirito,Itabirito_Superior
FDCM0010,47,57.05,10.05,2IF,IGO,IGO,41.8782,37.97745,0.1134,2.82975,0.0084,3.96165,0.063,0.03675,0.01995,0.22575,3.19,1,0,Itabirito,Itabirito_Superior
FDCM0010,57.05,67.8,10.75,2IF,IF,IF,22.9782,67.88565,0.03255,2.1987,0.0042,1.73145,0.03885,0.01575,0.0294,0.2079,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0010,67.8,77.7,9.9,2IF,IF,IGO,30.5865,55.97865,0.01995,3.0807,0.0063,1.9173,0.04725,0.01575,0.0273,0.23205,3.19,1,0,Itabirito,Itabirito_Superior
FDCM0010,77.7,88.15,10.45,2IF,IF,IF,48.594,30.7671,0.05145,1.7703,0.00525,2.47485,0.0273,0.0294,0.01365,0.26145,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0010,88.15,96.2,8.05,2IF,IGO,IGO,39.93045,30.9456,0.10815,7.0686,0.0105,9.27885,0.5691,0.05145,0.03045,0.189,3.19,1,0,Itabirito,Itabirito_Superior
FDCM0010,96.2,104.05,7.85,2IF,IF,IF,36.036,49.8792,0.05355,1.0962,0.0126,2.31735,0.02415,0.0147,0.02205,0.1911,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0010,104.05,116.85,12.8,1IF,IF,IF,42.89565,40.509,0.05355,0.76125,0.0021,2.42655,0.01785,0.01785,0.01785,0.6342,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0010,116.85,124.4,7.55,1IGO,IGO,IGO,42.4935,36.45495,0.0882,1.43955,0.03045,5.77185,0.0399,0.03675,0.0126,0.07245,3.19,1,0,Itabirito,Itabirito_Superior
FDCM0010,124.4,135.75,11.35,1IF,IF,IF,39.43905,45.5973,0.0189,1.2516,0.01365,1.4532,0.01995,0.0504,0.0168,0.09345,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0010,135.75,147.6,11.85,1IS,IF,IF,37.55745,47.51145,0.0315,1.2726,0.01365,1.56135,0.01785,0.0693,0.0294,0.1302,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0010,147.6,152.4,4.8,1IC,IC,IF,47.29725,34.8789,0.0525,0.4074,0.01785,1.64325,0.0105,0.05565,0.0042,0.231,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0010,152.4,161.85,9.45,1IGO,IF,IF,43.20015,37.57635,0.09135,1.27575,0.01365,3.6141,0.0231,0.0462,0.01575,0.09765,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0010,161.85,169.85,8,1IS,IF,IF,45.81045,36.0318,0.05355,1.09725,0.0105,1.81125,0.0168,0.04725,0.01365,0.13335,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0010,169.85,177.5,7.65,1IS,IF,IF,38.36595,46.99485,0.0441,0.87465,0.00945,2.1462,0.01365,0.0588,0.00945,0.1491,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0010,177.5,189.6,12.1,1IC,IF,IF,40.45335,44.81295,0.0273,0.68775,0.00945,1.5246,0.00945,0.06195,0.01155,0.1239,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0010,189.6,198.3,8.7,1IS,IF,IF,42.74025,41.40885,0.0252,0.7287,0.01155,1.29675,0.0168,0.03465,0.0105,0.0924,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0010,198.3,208.25,9.95,1IS,IF,IF,40.2444,45.02505,0.04935,0.71295,0.01155,1.62645,0.01575,0.0336,0.01785,0.1932,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0010,208.25,217.95,9.7,1IC,IC,IC,46.3407,37.3107,0.03465,0.58275,0.0126,1.5057,0.0168,0.0378,0.0252,0.2457,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0010,217.95,225.1,7.15,1IF,IF,IF,45.4755,37.24035,0.02625,1.2915,0.01365,1.3671,0.03465,0.0315,0.02625,0.1491,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0010,225.1,232.05,6.95,1IF,IF,IF,41.4603,41.96325,0.0357,1.10985,0.0126,2.11785,0.0189,0.02835,0.0042,0.11865,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0010,232.05,242.15,10.1,1IC,IC,IC,45.52485,37.44615,0.0336,0.378,0.0231,2.0244,0.0105,0.0483,0.0105,0.30555,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0010,242.15,252.6,10.45,1IC,IF,IC,43.0647,40.8471,0.0294,0.73185,0.01575,1.8375,0.01155,0.042,0.0021,0.1449,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0010,252.6,261.35,8.75,1IC,IC,IC,42.2982,41.7228,0.02415,0.3318,0.01785,1.8018,0.0063,0.03465,0.0063,0.22785,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0010,261.35,272.9,11.55,1IC,IC,IC,43.8606,40.1121,0.01995,0.46935,0.0126,1.18545,0.0084,0.0294,0.00105,0.20895,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0010,272.9,283.15,10.25,1IC,IC,IC,42.3423,42.28875,0.02415,0.38745,0.02415,1.3713,0.0084,0.03255,0.0042,0.16275,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0010,283.15,293.3,10.15,1IC,IC,IC,44.6019,39.1902,0.0231,0.3276,0.0105,1.0941,0.00945,0.0315,0.00105,0.2121,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0010,293.3,303.45,10.15,1IC,IC,IC,44.91795,37.5669,0.0399,0.6594,0.0126,1.56975,0.0105,0.0147,0.00525,0.1176,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0010,303.45,313.65,10.2,1IC,IC,IC,45.5007,37.46715,0.03255,0.70455,0.01785,1.57815,0.01155,0.03255,0.00525,0.09555,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0010,313.65,323.8,10.15,1IC,IC,IC,42.6804,41.14005,0.03255,0.4263,0.01365,1.7325,0.00735,0.0546,0.04305,0.2352,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0010,323.8,334.3,10.5,1IC,IC,IC,42.147,42.5985,0.02205,0.4116,0.01155,1.06365,0.00945,0.0336,0.00105,0.08925,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0010,334.3,345.75,11.45,1IC,IC,IC,43.1508,39.8244,0.0315,0.4641,0.01365,1.9572,0.0063,0.0462,0.0231,0.1659,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0010,345.75,356.55,10.8,1IC,IC,IC,43.995,37.47135,0.05775,0.98175,0.0462,2.5053,0.0105,0.06195,0.00105,0.0987,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0010,356.55,366.5,9.95,1IC,IC,IC,36.7017,49.24395,0.0588,0.3234,0.0147,2.268,0.0063,0.03675,0.00315,0.13965,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0011,0,10,10,1AT,AT,CG,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.88,0,0,Canga,Canga
FDCM0011,10,17.05,7.05,1CG,CG,CG,61.0134,1.52565,0.11655,2.6838,0.86835,11.45865,0.32025,0.0483,0.03045,0.08295,2.88,0,0,Canga,Canga
FDCM0011,17.05,27.6,10.55,1CG,CG,CG,59.06985,5.72775,0.1386,3.5805,0.17325,9.90465,0.1848,0.0777,0.03675,0.1176,2.88,0,0,Canga,Canga
FDCM0011,27.6,35.2,7.6,1IF,HGO,HGO,63.8736,4.54545,0.1323,1.68,0.07875,6.42075,0.09975,0.05565,0.04725,0.14175,4.42,0,1,Hematita,Hematita
FDCM0011,35.2,43.35,8.15,1IF,HGO,HGO,67.0341,2.25225,0.13545,1.18755,0.04725,5.187,0.0735,0.063,0.0567,0.17535,4.42,0,1,Hematita,Hematita
FDCM0011,43.35,51.55,8.2,1IGO,HGO,HGO,64.01955,2.72265,0.2436,1.4952,0.02835,8.15325,0.0861,0.0357,0.063,0.231,4.42,0,1,Hematita,Hematita
FDCM0011,51.55,59.05,7.5,1IGO,HGO,HGO,65.3436,1.84695,0.17955,2.06535,0.01995,6.77985,0.105,0.021,0.01575,0.2415,4.42,0,1,Hematita,Hematita
FDCM0011,59.05,63.25,4.2,1IF,IGO,IGO,58.7643,8.4,0.08295,6.069,0.01155,5.56605,0.1659,0.01785,0.04095,0.2919,3.19,1,0,Itabirito,Itabirito_Superior
FDCM0011,63.25,65.5,2.25,1IN,IN,IN,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0011,65.5,76.3,10.8,1IF,HGO,HGO,65.78355,3.49545,0.06615,3.8346,0.0042,3.4293,0.0609,0.0273,0.0084,0.26145,4.42,0,1,Hematita,Hematita
FDCM0011,76.3,85.5,9.2,1IF,IFR,IFR,58.3422,15.98205,0.08505,2.3205,0.0063,3.18465,0.04725,0.0168,0.00525,0.7224,2.47,1,0,Itabirito,Itabirito_Superior
FDCM0011,85.5,95.1,9.6,1IF,IF,IF,49.1694,28.7196,0.0441,2.76465,0.0084,2.898,0.04515,0.04095,0.01155,0.41685,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0011,95.1,106.15,11.05,1IF,IF,IF,46.49505,34.23105,0.0588,1.00905,0.0042,2.77725,0.0315,0.0567,0.0084,0.21735,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0011,106.15,116.4,10.25,1IF,IF,IF,43.12665,39.0726,0.01995,1.7157,0.0021,2.0748,0.03255,0.03255,0.00315,0.26355,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0011,116.4,126.65,10.25,1IF,IF,IF,47.0526,35.12355,0.0294,1.46685,0.00315,1.62225,0.03675,0.0294,0.0105,0.54705,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0011,126.65,138.8,12.15,1IF,IF,IF,34.55025,53.08275,0.02415,0.89565,0.00315,1.06365,0.03255,0.0252,0.01365,0.44415,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0011,138.8,149.2,10.4,1IF,IF,IF,28.46865,62.21355,0.01155,0.8274,0.00315,1.1382,0.02835,0.0231,0.00315,0.1512,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0011,149.2,159.45,10.25,1IF,IF,IF,38.4132,48.8145,0.01575,0.8568,0.0042,0.97335,0.02625,0.0315,0.0231,0.1743,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0011,159.45,170.35,10.9,1IF,IF,IF,39.0054,47.9304,0.0315,0.60585,0.00525,0.9051,0.021,0.021,0.00945,0.2037,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0011,170.35,182.6,12.25,1IF,IF,IF,32.96895,54.82785,0.0357,1.0563,0.03045,1.8291,0.04515,0.02415,0.01365,0.22155,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0011,182.6,191.95,9.35,1IF,IF,IF,42.45675,42.0651,0.03885,0.5082,0.03465,1.4385,0.0231,0.02835,0.01155,0.18165,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0011,191.95,200.05,8.1,1IF,IF,IF,37.8735,48.5394,0.0357,0.5313,0.01155,1.3293,0.01995,0.02625,0.01155,0.47355,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0011,200.05,208.2,8.15,1IF,IF,IF,35.15925,52.45695,0.0273,0.6216,0.0063,1.53405,0.02205,0.0315,0.00735,0.59535,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0011,208.2,220.45,12.25,1IS,IF,IF,32.42925,56.6454,0.0168,0.42525,0.04305,1.74195,0.01575,0.0378,0.0063,0.43785,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0011,220.45,232.1,11.65,1IS,IF,IF,35.17185,51.5025,0.0168,0.30975,0.8883,1.09305,0.01365,0.0273,0.0105,0.11865,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0011,232.1,241,8.9,1IC,IC,IC,38.65575,48.50055,0.03465,0.4998,0.1176,1.20015,0.03045,0.04725,0.01575,1.3923,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0011,241,253.8,12.8,1IF,IF,IF,35.3304,49.72905,0.0525,0.6447,0.10815,3.5952,0.0315,0.02835,0.0105,0.2289,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0011,253.8,263.15,9.35,1IS,IF,IF,35.6832,51.5928,0.0252,0.48405,0.09975,1.3629,0.0189,0.0336,0.0147,0.20055,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0011,263.15,273.9,10.75,1IS,IC,IC,34.104,53.72745,0.02835,0.26775,0.0084,1.6653,0.01365,0.05145,0.0147,0.32865,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0011,273.9,285.4,11.5,1IC,IC,IC,38.09925,49.14105,0.02205,0.2499,0.01365,1.2495,0.0105,0.03675,0.0147,0.26145,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0011,285.4,298.2,12.8,1IC,IC,IC,37.1322,49.94115,0.021,0.2415,0.01155,1.3272,0.0126,0.0315,0.0084,0.17745,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0012,0,14.5,14.5,1LT,LT,HGO,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4.42,0,1,Hematita,Hematita
FDCM0012,14.5,22.7,8.2,1IGO,HGO,HGO,64.5645,2.39505,0.05565,4.7313,0.021,5.82645,0.1239,0.042,0.0147,0.15855,4.42,0,1,Hematita,Hematita
FDCM0012,22.7,31.2,8.5,1IGO,HGO,HGO,66.3936,2.31945,0.05775,2.55885,0.0189,5.8569,0.0693,0.02625,0.01575,0.17955,4.42,0,1,Hematita,Hematita
FDCM0012,31.2,38.75,7.55,1IGO,IGO,IGO,60.31725,1.51305,0.16065,4.2252,0.0987,12.8394,0.1554,0.042,0.01155,0.1575,3.19,1,0,Itabirito,Itabirito_Superior
FDCM0012,38.75,49.1,10.35,1HGO,HGO,HGO,65.79405,1.5309,0.11025,3.7674,0.0231,5.1618,0.07665,0.0462,0.0147,0.273,4.42,0,1,Hematita,Hematita
FDCM0012,49.1,61.7,12.6,1IGO,IGO,IGO,61.78305,2.7426,0.1239,5.1345,0.02415,8.1816,0.08295,0.0462,0.01365,0.18165,3.19,1,0,Itabirito,Itabirito_Superior
FDCM0012,61.7,69.8,8.1,1HF,HF,HF,68.7939,0.92715,0.06195,2.04855,0.01365,3.51015,0.0399,0.04305,0.01365,0.2604,3.14,0,1,Hematita,Hematita
FDCM0012,69.8,77.8,8,1HF,HF,HF,70.15995,1.25055,0.0609,0.7644,0.01155,2.6103,0.04515,0.0315,0.0147,0.33285,3.14,0,1,Hematita,Hematita
FDCM0012,77.8,86.45,8.65,1HF,HF,HF,70.73745,0.7014,0.042,1.1634,0.00945,1.9362,0.0504,0.02835,0.01785,0.25725,3.14,0,1,Hematita,Hematita
FDCM0012,86.45,94.4,7.95,1IF,HF,HF,68.63535,2.2743,0.0567,1.01325,0.0126,3.58365,0.0357,0.0336,0.01365,0.43785,3.14,0,1,Hematita,Hematita
FDCM0012,94.4,104.35,9.95,1IF,IFR,HF,65.6796,5.8695,0.04725,2.0538,0.0147,2.98515,0.02205,0.04935,0.0189,0.29085,3.14,0,1,Hematita,Hematita
FDCM0012,104.35,114.55,10.2,1IF,IFR,IGO,58.08705,16.20675,0.0735,2.01285,0.01155,3.73905,0.0168,0.03885,0.01365,0.2877,3.19,1,0,Itabirito,Itabirito_Superior
FDCM0012,114.55,121.8,7.25,1IF,IGO,IGO,55.72455,17.59065,0.12705,2.6271,0.01995,4.3575,0.0168,0.0441,0.01155,0.3654,3.19,1,0,Itabirito,Itabirito_Superior
FDCM0012,121.8,131.45,9.65,1IF,IF,IF,52.7625,24.0786,0.1071,1.82175,0.189,3.37365,0.01365,0.0588,0.0105,0.3234,2.47,1,0,Itabirito,Itabirito Inferior
FDCM0012,131.45,137.55,6.1,1IC,IC,IC,45.43035,38.0205,0.0315,0.29505,0.252,1.56555,0.0084,0.0567,0.0084,0.2436,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0012,137.55,146.2,8.65,1IS,IC,IC,48.71475,32.7222,0.0714,0.64155,0.0294,2.23965,0.01155,0.03675,0.01155,0.32025,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0012,146.2,157.9,11.7,1IS,IF,IC,48.79665,32.1132,0.0819,0.4767,0.0189,2.81925,0.00945,0.04725,0.00945,0.19005,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0012,157.9,168.75,10.85,1IC,IC,IC,47.3886,34.0662,0.1029,0.3171,0.0126,3.1479,0.00945,0.04305,0.00945,0.28245,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0012,168.75,179.5,10.75,1IC,IC,IC,45.402,37.4556,0.03675,0.24885,0.00315,1.58445,0.00525,0.0483,0.0063,0.2646,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0012,179.5,190.75,11.25,1IC,IC,IC,46.18005,37.22565,0.04935,0.3885,0.00735,1.7577,0.00945,0.0546,0.00945,0.2121,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0012,190.75,201.05,10.3,1IC,IC,IC,45.77475,37.6782,0.0462,0.3192,0.16275,1.6422,0.00945,0.05565,0.00945,0.17325,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0012,201.05,211.55,10.5,1IC,IC,IC,46.21155,36.5673,0.0609,0.3549,0.0168,1.785,0.01155,0.0525,0.00945,0.2331,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0012,211.55,224.5,12.95,1IC,IC,IC,45.7338,37.25505,0.0693,0.31185,0.00735,1.98765,0.0084,0.0567,0.0084,0.2982,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0012,224.5,237.7,13.2,1IC,IC,IC,41.6136,43.92885,0.02835,0.2541,0.0504,1.3041,0.00945,0.0714,0.0084,0.2835,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0012,237.7,251.35,13.65,1IC,IC,IC,44.4801,38.98545,0.042,0.47775,0.01785,1.33665,0.01155,0.0609,0.0084,0.2079,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0012,251.35,261.9,10.55,1IC,IC,IC,44.4591,38.60745,0.1071,0.2499,0.06195,2.2617,0.00945,0.04725,0.0084,0.11655,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0012,261.9,271.25,9.35,1IC,IC,IC,44.7657,38.24205,0.0882,0.2163,0.08925,2.1693,0.0084,0.04725,0.0084,0.0798,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0012,271.25,280.85,9.6,1IC,IC,IC,42.81585,42.4746,0.0483,0.147,0.0126,1.344,0.00735,0.0735,0.0084,0.4158,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0012,280.85,289.65,8.8,1IC,IC,IC,43.77135,40.3809,0.063,0.0735,0.03675,1.5456,0.00525,0.0567,0.0084,0.126,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0012,289.65,298.6,8.95,1IC,IC,IC,43.69785,41.3721,0.03675,0.0819,0.0399,1.218,0.0063,0.08295,0.0105,0.23415,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0012,298.6,307.7,9.1,1IC,IC,IC,41.85825,43.6296,0.03045,0.0861,0.00735,1.2285,0.00525,0.09975,0.00945,0.35805,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0012,307.7,314.3,6.6,1IC,IC,IC,43.29885,42.21105,0.0189,0.13755,0.0063,0.89145,0.0084,0.11865,0.01785,0.34335,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0012,314.3,321.4,7.1,1IC,IC,IC,41.1642,44.856,0.0315,0.14595,0.00525,1.24005,0.0063,0.11655,0.00945,0.47985,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0012,321.4,328.85,7.45,1IC,IC,IC,42.83265,41.7333,0.0294,0.1344,0.0084,0.8694,0.0084,0.1008,0.01155,1.55505,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0012,328.85,341.4,12.55,1IC,IC,IC,42.47565,42.15435,0.0252,0.0777,0.0105,1.08675,0.0063,0.11865,0.0147,1.1613,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0012,341.4,352.4,11,1IC,IC,IC,41.36475,44.3184,0.05145,0.08505,0.01155,1.6233,0.0105,0.0567,0.02625,0.96075,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0012,352.4,366.65,14.25,1IC,IC,IC,41.3742,44.05905,0.02415,0.4893,0.0042,0.97545,0.0336,0.13125,0.01995,5.77605,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0012,366.65,376.85,10.2,1IC,IC,IC,42.64785,43.52145,0.0441,0.4851,0.05775,1.18125,0.0567,0.23625,0.10815,8.64465,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0012,376.85,385.9,9.05,1IC,IC,IC,42.76965,43.0521,0.05145,0.3885,0.0378,1.31775,0.04515,0.33495,0.1344,6.94785,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0012,385.9,397.35,11.45,1IC,IC,IC,44.28795,41.1936,0.05145,0.28245,0.00525,0.7035,0.02205,0.252,0.07665,6.8523,3.19,1,0,Itabirito,Itabirito Inferior
FDCM0012,397.35,409.4,12.05,1IC,IC,IC,44.71845,40.5783,0.0483,0.2394,0.0063,0.819,0.02205,0.2373,0.07665,7.5117,3.19,1,0,Itabirito,Itabirito Inferior
